Sourceid,Title,SJR,field,octile
25879,International Journal of Molecular Sciences,1.26,17,8
26053,IEEE Transactions on Industrial Electronics,2.192,17,8
26099,Information Fusion,1.832,17,8
26183,Journal of Computer Assisted Learning,1.397,17,8
26324,Random Structures and Algorithms,1.362,17,8
26422,SIAM Journal on Optimization,2.195,17,8
26445,European Journal of Combinatorics,1.38,17,8
27239,IEEE Network,1.505,17,8
27856,BIT Numerical Mathematics,1.364,17,8
27959,Journal of the Franklin Institute,1.322,17,8
28352,Ocean Modelling,1.878,17,8
28457,Computational Mechanics,1.775,17,8
28461,Computational Statistics and Data Analysis,1.396,17,8
28470,Foundations of Computational Mathematics,2.082,17,8
28497,Inverse Problems,1.209,17,8
28512,"Mathematical Programming, Series B",2.49,17,8
29161,ISPRS Journal of Photogrammetry and Remote Sensing,3.169,17,8
29745,Information and Organization,1.202,17,8
40107,Journal of Combinatorial Theory - Series A,1.392,17,8
72242,International Journal of Computer Vision,2.301,17,8
88345,Journal of Global Optimization,1.311,17,8
95101,IEEE Transactions on Robotics,1.822,17,8
110327,Computers and Geosciences,1.35,17,8
130080,Journal of Chemical Information and Modeling,1.349,17,8
144747,Computer Assisted Language Learning,1.343,17,8
144889,Journal of Intelligent Transportation Systems,1.288,17,8
144912,IEEE Transactions on Industrial Informatics,1.599,17,8
144945,Networks and Spatial Economics,1.562,17,8
144974,Journal of Service Research,5.247,17,8
144980,Multiscale Modeling and Simulation,1.334,17,8
145544,Journal of Semantics,1.25,17,8
100147317,Journal of Supply Chain Management,5.015,17,8
4000148905,IEEE Computational Intelligence Magazine,1.296,17,8
4000149002,IEEE Transactions on Information Forensics and Security,1.274,17,8
4000151805,Foundations and Trends in Communications and Information Theory,2.848,17,8
4000151810,PLoS Computational Biology,3.097,17,8
4700152228,Molecular Systems Biology,8.504,17,8
4700152301,Journal of Field Robotics,1.45,17,8
4700152632,International Journal of Computer-Supported Collaborative Learning,1.588,17,8
5100155074,Journal of Chemical Theory and Computation,2.497,17,8
5100155078,Foundations and Trends in Computer Graphics and Vision,2.595,17,8
5100155079,IET Control Theory and Applications,1.416,17,8
5100155103,Journal of Informetrics,2.06,17,8
5800173379,Virtual and Physical Prototyping,1.438,17,8
5800179604,Algorithms for Molecular Biology,1.333,17,8
5800207673,ReCALL,2.813,17,8
5900153311,IEEE Journal on Selected Topics in Signal Processing,1.331,17,8
7000153205,Journal of Environmental Informatics,1.483,17,8
8000153138,Computer Science Review,1.467,17,8
9000153105,Nonlinear Analysis: Hybrid Systems,1.82,17,8
13300154706,Journal of the Association of Information Systems,1.611,17,8
19300156903,Foundations and Trends in Machine Learning,1.866,17,8
19400158592,Mathematical Programming Computation,1.293,17,8
19600157322,Journal of Cheminformatics,1.203,17,8
19700170417,Journal of Information Technology and Politics,1.791,17,8
19700170610,IEEE Transactions on Smart Grid,2.854,17,8
19700174894,Gene Regulation and Systems Biology,1.218,17,8
19700175167,Frontiers in Neuroinformatics,2.45,17,8
19700176047,"Cyberpsychology, Behavior, and Social Networking",1.298,17,8
19700186873,Foundations and Trends in Databases,2.107,17,8
19700188321,Database : the journal of biological databases and curation,1.791,17,8
19700201695,Vascular Cell,1.349,17,8
19900192734,Advances and Applications in Bioinformatics and Chemistry,1.79,17,8
21100200203,Wiley Interdisciplinary Reviews: Computational Molecular Science,5.698,17,8
21100211117,Communications in Applied Mathematics and Computational Science,1.186,17,8
21100235616,IEEE Transactions on Neural Networks and Learning Systems,3.406,17,8
21100241218,Astronomy and Computing,1.597,17,8
21100241736,Transportmetrica B,1.303,17,8
21100262320,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",1.303,17,8
21100274221,IEEE Transactions on Cybernetics,3.274,17,8
21100301445,Journal of Research on Technology in Education,1.313,17,8
21100318415,Computational and Structural Biotechnology Journal,1.517,17,8
21100338322,IEEE Geoscience and Remote Sensing Magazine,1.742,17,8
21100420802,GigaScience,5.022,17,8
12264,Future Generation Computer Systems,0.844,17,7
12305,Information Systems,0.805,17,7
12342,International Journal of Control,1.152,17,7
12367,Photogrammetric Record,0.863,17,7
12419,International Journal of Systems Science,0.763,17,7
12689,Information Processing and Management,0.92,17,7
13044,ACM Transactions on Database Systems,0.742,17,7
13185,Computing in Science and Engineering,0.748,17,7
13579,Data Mining and Knowledge Discovery,0.864,17,7
13646,VLDB Journal,1.003,17,7
13675,Communications of the ACM,0.709,17,7
13683,Computer Communication Review,0.953,17,7
13845,Bulletin of Mathematical Biology,0.717,17,7
13880,Artificial Intelligence and Law,0.937,17,7
14414,Journal of Process Control,1.108,17,7
14490,Wirtschaftsinformatik,0.718,17,7
14523,Multibody System Dynamics,0.949,17,7
14879,Web Semantics,0.788,17,7
15057,Electronic Commerce Research and Applications,0.818,17,7
15136,Information Society,0.741,17,7
15572,Information Systems Frontiers,0.821,17,7
16211,IEEE Transactions on Multimedia,0.954,17,7
16321,IEEE Transactions on Neural Systems and Rehabilitation Engineering,1.152,17,7
17316,IEEE Signal Processing Letters,0.732,17,7
17362,IEEE Transactions on Knowledge and Data Engineering,1.133,17,7
17393,IEEE Transactions on Vehicular Technology,0.75,17,7
17960,International Journal of Adaptive Control and Signal Processing,0.915,17,7
18016,Autonomous Robots,1.131,17,7
18027,IEEE Robotics and Automation Magazine,0.754,17,7
18079,Robotics and Autonomous Systems,0.711,17,7
18080,Robotics and Computer-Integrated Manufacturing,1.041,17,7
18089,Advances in Engineering Software,1.159,17,7
18144,Computer-Aided Civil and Infrastructure Engineering,1.154,17,7
18145,CAD Computer Aided Design,1.025,17,7
18160,Computers and Fluids,1.077,17,7
18174,Control Engineering Practice,1.069,17,7
18189,Finite Elements in Analysis and Design,1.129,17,7
18198,International Journal of Computer Integrated Manufacturing,0.773,17,7
18644,Journal of Manufacturing Technology Management,0.867,17,7
19080,Computers in Industry,1.028,17,7
19124,Queueing Systems,0.809,17,7
19170,Industrial Management and Data Systems,0.904,17,7
19202,"Mathematics of Control, Signals, and Systems",0.855,17,7
19294,Journal of Scheduling,1.117,17,7
20428,International Journal of Advanced Manufacturing Technology,0.994,17,7
20606,Journal of Forecasting,0.792,17,7
20870,Telecommunications Policy,0.787,17,7
20979,Journal of Mechanical Design - Transactions of the ASME,0.895,17,7
21096,Mechatronics,0.79,17,7
21579,"Numerical Heat Transfer, Part B: Fundamentals",0.851,17,7
23604,Computer Methods and Programs in Biomedicine,0.786,17,7
23607,Computerized Medical Imaging and Graphics,0.714,17,7
23675,Artificial Intelligence,0.88,17,7
23706,Journal of Biomedical Informatics,1.028,17,7
24140,Artificial Intelligence in Medicine,0.766,17,7
24141,Artificial Intelligence Review,0.833,17,7
24161,Computer Vision and Image Understanding,0.717,17,7
24182,Engineering Applications of Artificial Intelligence,0.874,17,7
24207,Fuzzy Optimization and Decision Making,0.878,17,7
24222,Scientometrics,1.125,17,7
24286,International Journal of Approximate Reasoning,0.866,17,7
24305,International Journal of Intelligent Systems,1.072,17,7
24358,Journal of Heuristics,1.008,17,7
24501,Computational Geosciences,0.985,17,7
24593,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,0.832,17,7
24600,Computers and Chemical Engineering,1.024,17,7
24619,Journal of Computer-Aided Molecular Design,0.941,17,7
24800,Neural Computing and Applications,0.7,17,7
24807,Neurocomputing,1.073,17,7
24823,Pattern Recognition,1.065,17,7
24831,Quantum Information Processing,0.708,17,7
25038,IEEE Transactions on Mobile Computing,0.82,17,7
25397,Dianli Xitong Zidonghua/Automation of Electric Power Systems,0.758,17,7
25529,Optimal Control Applications and Methods,0.825,17,7
25535,IEEE Transactions on Visualization and Computer Graphics,0.869,17,7
25548,Signal Processing,0.94,17,7
25612,International Journal of Computerized Dentistry,0.702,17,7
25878,Differential Geometry and its Application,0.791,17,7
25887,Discrete and Computational Geometry,0.944,17,7
26098,IEEE Transactions on Parallel and Distributed Systems,0.983,17,7
26389,Electronic Journal of Combinatorics,0.961,17,7
26529,Fuzzy Sets and Systems,1.138,17,7
26803,Journal of Pragmatics,0.918,17,7
27188,Language Learning and Technology,1.08,17,7
27237,IEEE/ACM Transactions on Networking,0.716,17,7
27277,Journal of Network and Computer Applications,0.784,17,7
27843,Annual Reviews in Control,0.824,17,7
28040,International Journal of Geographical Information Science,1.113,17,7
28070,Combinatorics Probability and Computing,0.839,17,7
28468,Computers and Mathematics with Applications,1.058,17,7
28501,Journal of Mathematical Imaging and Vision,0.724,17,7
28535,Networks,0.94,17,7
28538,Optimization Methods and Software,0.723,17,7
28540,SIAM Journal on Computing,0.874,17,7
28704,Modelling and Simulation in Materials Science and Engineering,0.821,17,7
28875,ACM Transactions on Information and System Security,0.729,17,7
29581,Journal of Computational Biology,0.824,17,7
29676,Quantum Information and Computation,0.904,17,7
29805,ISA Transactions,1.115,17,7
29859,Smart Materials and Structures,1.152,17,7
30441,Computers and Electronics in Agriculture,0.814,17,7
36450,Design Studies,0.941,17,7
130065,Journal of Enterprise Information Management,0.827,17,7
144698,International Journal of Simulation Modelling,0.711,17,7
145295,4OR,0.825,17,7
800147111,Journal of Grid Computing,0.698,17,7
3100147401,Ecological Informatics,0.778,17,7
4500151509,International Journal of Applied Mathematics and Computer Science,0.729,17,7
4700152237,Biomedical Signal Processing and Control,0.723,17,7
5100155071,Foundations and Trends in Information Retrieval,1.073,17,7
5200152822,Advances in Data Analysis and Classification,1.09,17,7
5800179620,"Technology, Pedagogy and Information",0.891,17,7
6400153135,Source Code for Biology and Medicine,0.784,17,7
6700153291,BMC Systems Biology,1.109,17,7
9000153101,Foundations and Trends in Human-Computer Interaction,0.741,17,7
9700153238,International Transactions in Operational Research,1.071,17,7
10900153330,Enterprise Information Systems,0.717,17,7
11200153571,Evolutionary Bioinformatics,0.9,17,7
11400153310,International Journal of Logistics Research and Applications,0.771,17,7
11700154734,Swarm Intelligence,0.709,17,7
12600154783,Networks and Heterogeneous Media,0.783,17,7
17300154968,Bioinformatics and Biology Insights,1.141,17,7
17300154988,BioData Mining,0.982,17,7
18300156719,Journal of Building Performance Simulation,0.957,17,7
18300156720,IEEE Intelligent Transportation Systems Magazine,0.816,17,7
18300156728,IEEE Transactions on Services Computing,0.87,17,7
19400158510,Logistics Research,0.702,17,7
19400158515,Cognitive Computation,0.908,17,7
19500157063,International Journal of Social Robotics,1.017,17,7
19600157911,Electronic Markets,0.834,17,7
19700167026,IEEE Transactions on Learning Technologies,0.783,17,7
19700174683,International Journal for Numerical Methods in Biomedical Engineering,1.021,17,7
19700177034,IEEE Transactions on Affective Computing,1.13,17,7
19700177336,International Journal of Machine Learning and Cybernetics,0.7,17,7
19700187627,International Journal of Digital Earth,0.728,17,7
19700190323,ACM Transactions on Intelligent Systems and Technology,0.874,17,7
19700200806,American Journal of Distance Education,0.714,17,7
19700201443,Engineering Applications of Computational Fluid Mechanics,0.762,17,7
19900191719,Construction Innovation,0.731,17,7
19900191732,Argument and Computation,0.751,17,7
19900191735,Topics in Cognitive Science,1.004,17,7
19900192513,Swarm and Evolutionary Computation,1.053,17,7
21100197952,Journal of Rail Transport Planning and Management,0.996,17,7
21100203119,International Journal of Bio-Inspired Computation,0.721,17,7
21100205111,Computational Methods and Function Theory,0.726,17,7
21100208044,Policy and Internet,0.826,17,7
21100210920,Journal of Electronic Commerce Research,0.94,17,7
21100220372,International Journal of Mobile Learning and Organisation,0.85,17,7
21100228068,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,0.971,17,7
21100229165,Research in Learning Technology,0.784,17,7
21100243801,Multisensory research,0.834,17,7
21100256982,IEEE Journal of Biomedical and Health Informatics,0.991,17,7
21100269620,Semantic Web,0.913,17,7
21100316001,Journal of Biomedical Semantics,0.952,17,7
21100338351,IEEE Transactions on Cloud Computing,1.038,17,7
21100394266,International Journal of Agile Systems and Management,0.878,17,7
21100395701,Journal of Complex Networks,1.05,17,7
21100397403,EPJ Data Science,0.943,17,7
21100788289,Mobile Media and Communication,1.089,17,7
21100810702,Animal Biotelemetry,1.067,17,7
21100853805,Quantitative Biology,0.711,17,7
12125,Behaviour and Information Technology,0.676,17,6
12166,Mathematics and Computers in Simulation,0.613,17,6
12189,Simulation Modelling Practice and Theory,0.684,17,6
12318,Optical Materials,0.592,17,6
12320,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",0.687,17,6
12370,Journal of Computer and System Sciences,0.545,17,6
12373,Journal of Computer Information Systems,0.67,17,6
12409,Multidimensional Systems and Signal Processing,0.494,17,6
12441,Open Systems and Information Dynamics,0.512,17,6
12709,Information Technology and Libraries,0.637,17,6
12794,Journal of Documentation,0.613,17,6
12795,Perception,0.546,17,6
12813,Journal of Information Science,0.674,17,6
12960,International Journal of Human Computer Studies,0.605,17,6
13560,Ecological Psychology,0.57,17,6
13803,Signal Processing: Image Communication,0.551,17,6
15012,Acta Informatica,0.517,17,6
15026,Flow Measurement and Instrumentation,0.489,17,6
15072,Electronic Journal of Information Technology in Construction,0.589,17,6
15386,Online Information Review,0.625,17,6
15442,Information Systems Management,0.526,17,6
15464,IEEE Transactions on Nanotechnology,0.572,17,6
15591,JASSS,0.565,17,6
15688,Journal of Information Systems,0.502,17,6
15703,Knowledge and Information Systems,0.672,17,6
16215,International Journal of Numerical Methods for Heat and Fluid Flow,0.697,17,6
16319,IEEE Transactions on Nanobioscience,0.566,17,6
17223,Journal of Digital Imaging,0.54,17,6
17953,Biological Cybernetics,0.667,17,6
17954,Computer Methods in Biomechanics and Biomedical Engineering,0.579,17,6
17957,Computers in Biology and Medicine,0.591,17,6
17979,Medical and Biological Engineering and Computing,0.661,17,6
18121,ACM Transactions on Software Engineering and Methodology,0.494,17,6
18197,Integrated Computer-Aided Engineering,0.665,17,6
18643,Journal of Computing in Civil Engineering,0.697,17,6
18660,Requirements Engineering,0.568,17,6
18711,IEEE Transactions on Software Engineering,0.548,17,6
18732,Information and Software Technology,0.581,17,6
18780,"Circuits, Systems, and Signal Processing",0.535,17,6
18874,Journal of Educational Computing Research,0.647,17,6
18895,Journal of Advanced Transportation,0.581,17,6
18896,IEEE Communications Letters,0.589,17,6
18997,ACM Transactions on Information Systems,0.563,17,6
19420,International Journal of Human-Computer Interaction,0.51,17,6
19511,International Journal of Mobile Communications,0.665,17,6
19714,Journal of Organizational Computing and Electronic Commerce,0.506,17,6
20571,Theoretical Computer Science,0.488,17,6
20948,Jixie Gongcheng Xuebao/Chinese Journal of Mechanical Engineering,0.487,17,6
20952,Journal of Computing and Information Science in Engineering,0.627,17,6
21141,"Journal of Dynamic Systems, Measurement and Control, Transactions of the ASME",0.618,17,6
21451,Journal of Interactive Online Learning,0.495,17,6
21805,Mathematical Methods of Operations Research,0.688,17,6
22202,Operations Research Letters,0.669,17,6
22545,Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences,0.599,17,6
23051,ACM Transactions on Computational Logic,0.573,17,6
23087,Algorithmica,0.56,17,6
23671,Speech Communication,0.546,17,6
23674,Applied Intelligence,0.6,17,6
23710,Journal of Medical Systems,0.619,17,6
24306,Digital Signal Processing: A Review Journal,0.55,17,6
24326,"International Journal of Uncertainty, Fuzziness and Knowlege-Based Systems",0.508,17,6
24330,Journal of Artificial Intelligence Research,0.69,17,6
24354,Journal of Automated Reasoning,0.65,17,6
24360,Journal of Intelligent and Robotic Systems: Theory and Applications,0.537,17,6
24595,Chemometrics and Intelligent Laboratory Systems,0.672,17,6
24621,Journal of Molecular Graphics and Modelling,0.51,17,6
24775,Machine Learning,0.695,17,6
24801,Molecular Simulation,0.571,17,6
24806,Neural Processing Letters,0.51,17,6
24825,Pattern Recognition Letters,0.662,17,6
24998,Computer Aided Geometric Design,0.683,17,6
25019,Human-Computer Interaction,0.518,17,6
25023,Computer Graphics Forum,0.597,17,6
25033,IEEE Transactions on Computers,0.671,17,6
25479,"International Journal of Control, Automation and Systems",0.618,17,6
25509,Information and Computation,0.504,17,6
25549,Image and Vision Computing,0.612,17,6
25592,Journal of Visual Communication and Image Representation,0.503,17,6
25607,Journal of Discrete Algorithms,0.549,17,6
25621,Journal of Parallel and Distributed Computing,0.502,17,6
25710,Numerical Functional Analysis and Optimization,0.544,17,6
25862,"Designs, Codes, and Cryptography",0.549,17,6
26004,IEEE Circuits and Systems Magazine,0.545,17,6
26621,"Journal of Electronic Packaging, Transactions of the ASME",0.569,17,6
26644,Concurrent Engineering Research and Applications,0.642,17,6
26799,Ad Hoc Networks,0.53,17,6
26811,Computer Networks,0.5,17,6
26941,Theory and Decision,0.583,17,6
27306,Mobile Networks and Applications,0.634,17,6
27728,Digital Investigation,0.635,17,6
27836,ACM Transactions on Programming Languages and Systems,0.533,17,6
27869,Computer Speech and Language,0.539,17,6
28049,Applied Categorical Structures,0.49,17,6
28424,Theory and Practice of Logic Programming,0.524,17,6
28456,Computational Geometry: Theory and Applications,0.495,17,6
28469,Discrete Optimization,0.539,17,6
28499,Journal of Combinatorial Optimization,0.579,17,6
28554,Soft Computing,0.593,17,6
28898,Computers and Security,0.684,17,6
29053,Molecular Diversity,0.494,17,6
29114,Engineering Optimization,0.576,17,6
78470,Discrete Mathematics and Theoretical Computer Science,0.593,17,6
110111,IEEE Intelligent Systems,0.558,17,6
130113,Cognitive Processing,0.579,17,6
130132,Information Technology and People,0.671,17,6
144815,Computational Management Science,0.595,17,6
145326,International Journal of Information Security,0.555,17,6
145523,"Cognition, Technology and Work",0.641,17,6
145681,Interactive Learning Environments,0.661,17,6
200147134,First Monday,0.563,17,6
2600147402,Ethics and Information Technology,0.512,17,6
4700152208,International Journal of Humanoid Robotics,0.495,17,6
4700152490,International Journal of Computer Assisted Radiology and Surgery,0.614,17,6
4800153205,ACM Transactions on Autonomous and Adaptive Systems,0.487,17,6
5300152722,Smart Structures and Systems,0.591,17,6
5700165206,Complex Analysis and Operator Theory,0.663,17,6
5800173377,ACM Transactions on Knowledge Discovery from Data,0.673,17,6
6200180164,Profesional de la Informacion,0.652,17,6
7200153156,IEEE Transactions on Network and Service Management,0.63,17,6
11600153433,Games and Culture,0.625,17,6
11700154323,Image Analysis and Stereology,0.689,17,6
12000154321,International Journal of e-Collaboration,0.49,17,6
12000154489,"International Journal of Innovative Computing, Information and Control",0.657,17,6
12100154405,IEEE Transactions on Haptics,0.536,17,6
14500154733,Operational Research,0.566,17,6
17300154971,International Journal of Critical Infrastructure Protection,0.648,17,6
17400154829,Memetic Computing,0.692,17,6
17800156712,International Journal of Computational Intelligence Systems,0.564,17,6
17900156735,Journal of Optical Communications and Networking,0.504,17,6
19300156904,Communications of the Association for Information Systems,0.576,17,6
19400158481,Journal of Web Librarianship,0.56,17,6
19600156811,International Journal of Artificial Intelligence in Education,0.611,17,6
19600161828,Public Transport,0.529,17,6
19600166036,International Journal of Artificial Intelligence,0.619,17,6
19700166602,ACM Transactions on Computation Theory,0.546,17,6
19700174607,Journal of Computational Science,0.509,17,6
19700177025,IEEE Transactions on Computational Intelligence and AI in Games,0.493,17,6
19700177406,Dynamic Games and Applications,0.568,17,6
19700182335,Advances in Bioinformatics,0.565,17,6
19700183047,ACM Transactions on Computing Education,0.691,17,6
19700188257,International Journal of Image and Data Fusion,0.697,17,6
19700200832,"Technology, Knowledge and Learning",0.614,17,6
19700201037,CoDesign,0.626,17,6
19700201422,Computer Science Education,0.535,17,6
19700201601,Journal of Laboratory Automation,0.593,17,6
19900192900,Molecular Informatics,0.573,17,6
19900193674,Applied Ontology,0.491,17,6
21100200804,ACM Transactions on Management Information Systems,0.591,17,6
21100210909,Nordic Journal of Digital Literacy,0.486,17,6
21100220156,Journal of Hospitality and Tourism Technology,0.52,17,6
21100258404,Applied Clinical Informatics,0.624,17,6
21100285028,IEEE Transactions on Human-Machine Systems,0.603,17,6
21100301601,Transactions on Interactive Intelligent Systems,0.691,17,6
21100332424,Journal of Spatial Information Science,0.551,17,6
21100338508,IEEE Transactions on Emerging Topics in Computing,0.658,17,6
21100358314,Human-centric Computing and Information Sciences,0.658,17,6
21100374601,IEEE Access,0.548,17,6
21100464917,Journal of Computational Finance,0.503,17,6
21100466219,Journal on Data Semantics,0.602,17,6
21100775590,Games for health journal,0.611,17,6
21100803572,Systems Science and Control Engineering,0.517,17,6
21100829272,Electronics (Switzerland),0.548,17,6
12188,Simulation and Gaming,0.377,17,5
12262,Formal Methods in System Design,0.445,17,5
12300,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,0.447,17,5
12358,International Journal of Fuzzy Systems,0.47,17,5
12424,Inverse Problems in Science and Engineering,0.406,17,5
12763,International Journal of Technology Management,0.411,17,5
12984,Machine Vision and Applications,0.485,17,5
12986,Moscow University Computational Mathematics and Cybernetics,0.368,17,5
13012,RAIRO - Theoretical Informatics and Applications,0.375,17,5
13622,SIGMOD Record,0.45,17,5
13681,Computer Communications,0.459,17,5
14388,Information Processing Letters,0.412,17,5
14789,Information Technology for Development,0.413,17,5
14965,World Wide Web,0.469,17,5
15420,Electronic Library,0.44,17,5
15463,IEEE Micro,0.413,17,5
15511,Program,0.355,17,5
15773,ACM Transactions on Internet Technology,0.427,17,5
16875,IEEE Internet Computing,0.379,17,5
17963,International Journal of Circuit Theory and Applications,0.366,17,5
18003,Advanced Robotics,0.359,17,5
18078,Robotica,0.375,17,5
18156,Computer Applications in Engineering Education,0.367,17,5
18159,Computers and Electrical Engineering,0.401,17,5
18184,Engineering Computations,0.444,17,5
18186,Engineering with Computers,0.485,17,5
18650,Empirical Software Engineering,0.449,17,5
18709,IEEE Software,0.449,17,5
19053,Computational Economics,0.433,17,5
19309,Journal of Systems and Software,0.472,17,5
19713,Journal of High Technology Management Research,0.458,17,5
20007,Software - Practice and Experience,0.405,17,5
20573,Theory of Computing Systems,0.372,17,5
22206,Natural Computing,0.387,17,5
22313,Performance Evaluation,0.459,17,5
22315,Personal and Ubiquitous Computing,0.391,17,5
23054,ACM Transactions on Modeling and Computer Simulation,0.46,17,5
23629,AI Magazine,0.428,17,5
23670,Annals of Mathematics and Artificial Intelligence,0.413,17,5
23678,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",0.375,17,5
23737,Computational Intelligence,0.409,17,5
23917,Journal of Intelligent and Fuzzy Systems,0.459,17,5
24142,Artificial Life,0.376,17,5
24157,Autonomous Agents and Multi-Agent Systems,0.429,17,5
24185,Expert Systems,0.429,17,5
24208,Genetic Programming and Evolvable Machines,0.376,17,5
24303,Computer Standards and Interfaces,0.378,17,5
24361,Journal of Intelligent Information Systems,0.481,17,5
24407,Computing (Vienna/New York),0.414,17,5
24506,GeoInformatica,0.479,17,5
24596,Cluster Computing,0.374,17,5
24774,Knowledge Engineering Review,0.357,17,5
24822,Pattern Analysis and Applications,0.378,17,5
24907,Distributed Computing,0.446,17,5
24980,Formal Aspects of Computing,0.377,17,5
25028,Computers and Graphics,0.355,17,5
25461,Informatica,0.465,17,5
25482,International Journal of Robotics and Automation,0.367,17,5
25515,Graphical Models,0.454,17,5
25531,IEEE Multimedia,0.417,17,5
25566,Zidonghua Xuebao/Acta Automatica Sinica,0.355,17,5
25620,Journal of Logic and Computation,0.381,17,5
25623,Journal of Supercomputing,0.407,17,5
26146,Visual Computer,0.401,17,5
26168,Computers and Composition,0.473,17,5
26742,Performance Evaluation Review,0.383,17,5
26801,Computational Linguistics,0.419,17,5
27187,Journal of Visual Languages and Computing,0.413,17,5
27190,Machine Translation,0.364,17,5
27724,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0.485,17,5
27865,"Computer Languages, Systems and Structures",0.469,17,5
28345,Journal of Functional Programming,0.458,17,5
